PLANO,COSTADO,SM,CODIGO,X_INI,X_INI_LIT,CI_N_P,X_FIN,X_FIN_LIT,CF_N_P,Y_INI,Y_INI_LIT,KI_N_P,Y_FIN,Y_FIN_LIT,KF_N_P,CIUDAD,TIPO_RUTEO,PRIORIDAD,LOCALIDAD,POSTAL,BARRIO,SECCION,SECTOR,ZN,SC,DV,SEC_IGUAL,PREFIJO,VIA_Y,COD_SEC,ITEM,AREA,CALLES,CARRERAS,PRE_NUM,CL_CXN_INI,CL_CXN_FIN,CL_CYN_INI,CL_CYN_FIN,CL_XN_INI,CL_XN_FIN,CL_YN_INI,CL_YN_FIN,CR_XN_INI,CR_XN_FIN,CR_YN_INI,CR_YN_FIN
SUR,,7,7_KM,200,,,250,,,0,,,200,,,BOGOTA,,,,,,,_KM,,,,,CL,CR,,299,3,De la Calle 200  hasta la Calle 250,De la Cra 0  hasta la Cra 200,13,100,100,100,100,112001000,112501000,000100000,199999999,130001000,132001000,200100000,249999999
