tipo,numero,letras,n_letras,factor
TV,21,"A,B",2,3333
TV,22,"A,B,C,F,G",5,1666
TV,23,"A,B,D",3,2500
TV,24,"A,B,H,I",4,2000
TV,25,A,1,5000
TV,26,"A,B,C,D,H",5,1666
TV,27,"A,B,H,Q,R,T,U",7,1250
TV,28,"A,B",2,3333
TV,29,A,1,5000
TV,30,B,1,5000
TV,32,"B,C",2,3333
TV,33,A,1,5000
TV,34,"A,B,C,D,F",5,1666
TV,35,"A,B,C,D",4,2000
TV,36,"A,B,C,D,F",5,1666
TV,37,A,1,5000
TV,38,"A,B",2,3333
TV,39,"A,B",2,3333
TV,40,"A,B,C,D",4,2000
TV,41,A,1,5000
TV,42,"A,B,C",3,2500
TV,43,"A,B,C",3,2500
TV,44,"A,B",2,3333
TV,45,A,1,5000
TV,46,A,1,5000
TV,47,A,1,5000
TV,48,"A,B,C",3,2500
TV,49,"A,B,C,D,F,G",6,1428
TV,50,B,1,5000
TV,51,A,1,5000
TV,52,"A,B,C",3,2500
TV,53,"A,D,G",3,2500
TV,54,A,1,5000
TV,55,"A,B,C",3,2500
TV,56,"A,B",2,3333
TV,57,A,1,5000
TV,58,"A,C",2,3333
TV,59,"A,B",2,3333
TV,60,"B,C",2,3333
TV,62,G,1,5000
TV,63,A,1,5000
TV,64,B,1,5000
TV,65,"A,B",2,3333
TV,66,A,1,5000
TV,68,"A,B,C,D,F,G,H,I,J",9,1000
TV,69,"B,C,F,R",4,2000
TV,70,"B,C,D,F,G,H",6,1428
TV,71,B,1,5000
TV,72,"A,B,C,D,F,I,N,V",8,1111
TV,73,"A,B,C,D,F,G,H,I,J,K,L,M,N",13,714
TV,74,"A,B,C,D,F",5,1666
TV,75,"A,B,C,F,G,H,I,J,K,L",10,909
TV,76,"A,B,C,D",4,2000
TV,77,"A,B,C,G,H,I,J,L,M,P",10,909
TV,78,"A,B,C,D,F,H,I,J,K,L,M,N,P",13,714
TV,79,"A,B,C,D,F,G",6,1428
TV,80,"A,B,C,D,F,G,H,I,J",9,1000
TV,81,"A,B,C,D,F,G",6,1428
TV,82,"A,B,C,J",4,2000
TV,83,"A,B,C",3,2500
TV,84,"A,B",2,3333
TV,85,"A,B,C,G",4,2000
TV,86,"A,B,C",3,2500
TV,87,"A,B,C,J",4,2000
TV,88,"A,B,C,H,I",5,1666
TV,90,"A,B,C,D,F,G",6,1428
TV,94,"A,B,C,D,F,G,L",7,1250
TV,95,"A,B",2,3333
TV,96,"A,B,F,G",4,2000
TV,97,"A,B",2,3333
TV,98,A,1,5000
TV,100,"A,B,G",3,2500
TV,101,B,1,5000
TV,102,B,1,5000
TV,106,A,1,5000
TV,107,A,1,5000
TV,110,"A,B",2,3333
TV,112,"B,C,D",3,2500
TV,113,"B,C,D,F",4,2000
TV,120,"A,B",2,3333
TV,124,"A,D",2,3333
TV,126,"A,B,C,D,F",5,1666
TV,127,"A,B,C,D,F",5,1666
TV,129,B,1,5000
TV,130,B,1,5000
TV,137,A,1,5000
TV,138,"B,D",2,3333
TV,140,B,1,5000
TV,141,"A,B",2,3333
TV,143,B,1,5000
TV,151,G,1,5000
TV,152,C,1,5000
TV,160,B,1,5000
TV,170,B,1,5000
TV,180,B,1,5000
TV,190,B,1,5000
TV,200,B,1,5000
TV,210,B,1,5000
TV,220,B,1,5000
TV,230,B,1,5000
TV,240,B,1,5000
TV,260,B,1,5000
TV,270,B,1,5000
TV,330,B,1,5000
TV,340,B,1,5000
TV,350,B,1,5000
TV,360,B,1,5000
TV,380,B,1,5000
TV,390,B,1,5000
TV,430,B,1,5000
TV,440,B,1,5000
TV,480,B,1,5000
TV,520,B,1,5000
TV,530,B,1,5000
TV,540,B,1,5000
TV,560,B,1,5000
TV,680,B,1,5000
TV,710,B,1,5000
TV,720,B,1,5000
TV,740,B,1,5000
TV,750,B,1,5000
TV,760,B,1,5000
TV,770,B,1,5000
TV,810,B,1,5000
TV,820,B,1,5000
TV,830,B,1,5000
TV,860,B,1,5000
TV,870,B,1,5000
TV,920,B,1,5000
TV,950,B,1,5000
TV,960,B,1,5000
TV,970,B,1,5000
TV,1000,B,1,5000
TV,1250,B,1,5000
TV,1440,B,1,5000
TV,100000,E,1,5000
TV,200000,E,1,5000
TV,400000,E,1,5000
TV,500000,E,1,5000
TV,600000,E,1,5000
TV,700000,E,1,5000
TV,800000,E,1,5000
TV,900000,E,1,5000
TV,1000000,E,1,5000
TV,1100000,E,1,5000
TV,1200000,E,1,5000
TV,1300000,E,1,5000
TV,1400000,E,1,5000
TV,1500000,E,1,5000
TV,1600000,E,1,5000
TV,1700000,E,1,5000
TV,1800000,E,1,5000
TV,2000000,E,1,5000
TV,2100000,E,1,5000
